pasta,arquivo,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,rms,centroide,largura,contraste0,contraste1,contraste2,contraste3,contraste4,contraste5,contraste6,planicidade,rolloff,zcr,assimetria,curtose,variancia,classe
3,135526-6-1-0.wav,9.53816328831184,117.5954731135143,-41.07187444836573,-1.3046068399533859,-16.170401748927,-3.8629585511716695,-13.4527075040821,-8.081150676893342,-10.442584351630032,-3.9256107641816476,-9.264651600773448,-0.12521316712260805,-7.71156941520128,0.20501088,1498.1929589663755,1430.0573953894739,14.182872721094334,11.042631546274752,11.555611635283672,14.962311952628301,14.34719771233209,16.220314390620263,33.28459443377499,0.030691803,2747.282608695652,0.11910878057065218,0.04943113401532173,1.990779831415879,0.04432505,6
3,135526-6-10-0.wav,-20.593963476625593,140.91303940644883,-44.8493881206997,12.668543984859744,-14.74472135649166,0.2982777085266842,-9.846771925832321,1.1475419475476936,-10.053889972425724,-0.3392780450320718,-7.231702742865216,1.0774156988691241,-6.655989129292051,0.18329889,1300.315664904824,1250.0345738708957,14.6322758019472,10.894169565794144,12.930206458386417,14.838106411281737,14.517811576717662,17.12032244882503,33.015966504887345,0.02029257,2395.579268292683,0.10773151676829268,0.005795613396912813,2.086843085660176,0.035798836,6
3,135526-6-11-0.wav,-18.362670306577737,138.0721688996436,-43.192271753790266,14.13873580953118,-14.73768503711545,0.3827733606236855,-10.90025412491773,0.4315136685745231,-8.982598371050269,-1.2970167725673063,-7.813385876811532,0.18225477140943228,-6.59179879129142,0.1825923,1321.1261387697787,1278.1156636590713,15.144706666712448,11.075555983120994,12.054275730121969,14.531989223793286,14.120580778141408,16.686380434176993,33.34774229525299,0.023016877,2447.5,0.1058984375,0.058659572154283524,2.1958973908338812,0.035680808,6
3,135526-6-12-0.wav,-15.427939305124234,140.21099905667228,-44.55677156509044,13.439729830891462,-13.834154381075042,-0.9296740414116352,-13.93401829974677,0.7395127128158743,-11.54660008203974,-2.39986481477195,-7.267324853518158,0.20753012482779673,-7.206312072064967,0.19468576,1313.4462559843964,1268.3387146309803,16.342740100624905,10.031399300387827,12.254876288646713,14.528285200683932,14.566810653525424,17.278175630020662,33.97274787566403,0.020050451,2412.7604166666665,0.10623023623511904,-0.013529147021472454,2.2597776924596573,0.041666258,6
3,135526-6-13-0.wav,36.92670853401843,102.71400214119814,-32.98075489911876,3.48872316144186,-11.35236907973864,-3.8308077608374416,-10.881077636606346,-3.668576070926277,-10.210006216471369,-2.6393372108936664,-5.630815183191602,0.5403531863406441,-5.028934724114419,0.2599889,1671.3969854174522,1599.073804288792,12.516632733614168,10.74323311741477,12.977587620931924,14.506541968494084,14.929985374073944,16.42240818621189,30.849207574772233,0.051185682,3216.1458333333335,0.1196017795138889,-0.0592370368540287,1.8777385091327643,0.07880402,6
3,135526-6-2-0.wav,9.68467723312788,121.25502115329122,-33.466689405241596,5.681733145101373,-15.516756274633096,-3.4194300558056336,-11.54567559325004,-3.5559926406845057,-11.26465077735035,-4.0352300034674995,-7.609404025777951,-1.4841199512356795,-7.306492117211038,0.21415345,1450.8659982968247,1449.3706764763917,15.430577252940168,10.56587313083632,12.064457290606025,14.346342144547048,14.579042926091475,16.063896818979273,33.99459211802626,0.028138176,2742.8626543209875,0.11005015432098765,-0.01457994244992733,1.751463106273408,0.049216695,6
3,135526-6-3-0.wav,-12.645061844490533,135.8821294766114,-35.94302492275832,3.612731333193113,-24.608563529581527,-10.169148603170612,-14.106059141340822,-2.4617277902795913,-13.464217677970792,-7.11220734447521,-9.766653805511124,0.3047565787354256,-8.202606297337788,0.21315902,1303.1552798335263,1305.7105991072433,14.65765770754274,10.898702060253463,12.236449135084706,14.265095008701323,15.67327829474189,16.541389327822895,32.50471731665329,0.02015003,2416.015625,0.09747314453125,0.02375992015004158,2.363236416869152,0.05072056,6
3,135526-6-4-0.wav,-3.9626426433136936,130.8045979589896,-36.314916711985326,-0.3478598215136989,-24.381481477531143,-10.103935514346537,-12.375770260374148,-3.58039812641248,-14.652308214166835,-6.42423819432378,-8.82369619798059,-0.16171938419364867,-8.50105723012332,0.22000732,1376.664489936345,1348.974998374594,14.967143964814882,10.918587807704755,12.587156943538437,14.376591777849912,15.810282854714037,16.511968500654525,31.667842260771327,0.028958721,2541.2946428571427,0.10524204799107142,0.04208403825759888,1.8657331374063952,0.05228347,6
3,135526-6-5-0.wav,5.725643215864332,121.94480725864072,-38.677256872127415,-1.9279996573600517,-25.378140802875876,-10.968722110004334,-13.254337242906342,-4.676226572126485,-13.673354472753894,-7.025769524843947,-9.2410391020762,-0.5038041472690042,-8.949060839161739,0.22513893,1461.188169333244,1411.3117767620347,15.179159704564041,11.306935119945418,12.127204275533874,14.174385328398554,15.114119357983705,16.170284628417207,32.149331491933545,0.031457346,2733.940972222222,0.11104329427083333,0.02355528622865677,2.3419654612977236,0.057275277,6
3,135526-6-6-0.wav,-21.329072510711942,154.2830017868101,-39.81991187477238,6.483636809493895,-21.853291986842912,-6.931111425503079,-12.94995275337439,-0.5982412839503943,-14.185854431752352,-4.871145735070622,-9.759880621041692,1.0819531425169473,-7.911421251799357,0.21990809,1171.1236618788585,1166.592338682888,16.500453755864523,10.21839673416526,12.191590161335176,14.335475403953161,15.588200314878627,17.634943621306217,33.05385631313952,0.015397039,2112.205615942029,0.09376415307971014,0.0079879779368639,0.874822660051513,0.05112711,6
3,135526-6-7-0.wav,-18.14852860127104,138.15260811422485,-43.20959195026167,10.413111065170833,-12.7343883027142,0.0476465476155771,-9.834311995388049,-2.0651649978683957,-9.135760288504798,-1.566816140587665,-8.601390657006625,1.2458743017888474,-4.627460981300453,0.18551324,1320.6356485160327,1276.2774397104158,14.933498694156082,10.083013388526103,12.409874202411416,14.228933644744675,14.380790244033918,16.814391641188216,32.93244323544891,0.02268994,2421.033653846154,0.10860877403846154,0.011389619670808315,2.295103722413314,0.036928017,6
3,135526-6-8-0.wav,-14.797592425327851,133.27930771238582,-40.083466649726375,8.11616094441904,-14.369560173450871,-0.8709142784405687,-11.374539018749104,-1.2672533936389698,-9.888485868793177,-2.047623283496411,-8.695087956104489,0.48166380546289594,-6.736373743972568,0.18466794,1376.3737405139073,1339.2962315666093,14.7931619994645,10.524632546111766,11.862322179926009,14.638537017712164,14.630232046276484,17.0505666608479,33.96369319848616,0.026619967,2556.2764830508477,0.1108150158898305,-0.01111781969666481,2.6016921730764064,0.036798038,6
3,135526-6-9-0.wav,-16.58144629637695,135.0584904786714,-44.26118728379892,8.09053462750608,-14.740167444358887,-0.4097322972569296,-13.542922025632844,-2.4643876234203677,-11.29593231397391,-1.8517410713700808,-10.838321958590036,0.17344543784905161,-6.302181062745307,0.18530446,1394.9068681209392,1301.350250402028,13.686723068767016,10.958660273020614,12.390363181281218,15.06238798110485,14.381752475941816,16.63770781039439,33.18486953871579,0.030833924,2559.8538306451615,0.12127488659274194,-0.041970402002334595,2.204788371402942,0.036419354,6
7,135527-6-0-0.wav,-36.48764400034473,160.33583353330354,-44.21430562164987,9.484772858417195,-25.976548076397094,-4.152032641641486,-14.01609893989409,-5.128750130868082,-16.50883083760189,-3.0901277827370106,-7.8817410914563615,-0.6645669411665018,-6.111730094990899,0.20024656,1140.9734623692161,1115.5205783378703,15.012246437366759,10.515439063630417,12.429514412179536,14.940737006839031,16.331735568286867,17.015223864470357,32.86187104105165,0.011710559,2058.307926829268,0.08831935975609756,-0.038579314947128296,0.3394224831150705,0.040732983,6
7,135527-6-1-0.wav,8.106447654786487,116.20997235924942,-32.410254875571596,7.421670133414874,-16.94526249892601,-1.4681173746448781,-10.15938745769057,-2.0666206424583855,-11.447474525094977,-1.7202138096349457,-6.099453346132309,2.1054909832464754,-3.8546592596850258,0.2132304,1664.1891621853447,1501.8919594589154,14.152696076006965,10.502043280490229,11.913262676187278,13.984990987992994,14.643142957909385,15.991210571520034,33.76958727736142,0.064323194,3235.3032178217823,0.12253442141089109,0.2433079183101654,1.0807447251987217,0.04719675,6
7,135527-6-10-0.wav,13.54451848425735,115.14627571324401,-17.879739041740827,10.042803835021907,-21.29708160116385,-1.6751529208548013,-13.048081053102806,-4.891800044360846,-12.810404990566031,-2.9772951708864754,-7.551748214225016,-0.025505060597183785,-5.889395693242246,0.22621152,1547.149140645074,1590.6753573942758,14.500167962118326,10.043865973205445,11.823561247528493,14.191903658491674,15.09884248385088,14.938440313886534,32.59438770650489,0.04323934,3210.0694444444443,0.09510633680555555,0.2004934847354889,2.265061189571611,0.054599516,6
7,135527-6-11-0.wav,-12.057622642205986,145.79980932656207,-30.084904428539957,16.422491267814532,-23.429900796355394,-1.6307897703027072,-12.927690349538114,-1.8323959979945679,-14.464075839727776,-2.5819827114014813,-9.34409310336014,-0.2699843058245602,-4.923350691292404,0.22766934,1245.4119923813237,1283.3437914676833,16.261027001441956,10.066478423594237,11.784736161320776,14.818042691171645,15.322271224407178,16.233249277549465,33.30940776362818,0.02252772,2406.640625,0.08499348958333333,0.09284920990467072,1.1841677964565234,0.05401936,6
7,135527-6-12-0.wav,6.662819423041417,134.36666389780348,-45.545188380314315,8.34499241655822,-15.775110498721984,0.4387217797411219,-10.104150480698078,-1.9985367689119715,-13.120583717129351,-0.43679965293064327,-9.007752849525035,0.1664135696408397,-5.600427506781533,0.22832802,1329.7866371190992,1279.526098348713,15.050522366036715,10.522913074774191,12.000998279810123,14.20770284855612,15.163896226131717,16.91870927810987,32.84163128592133,0.017267896,2404.7131147540986,0.1082703637295082,-0.009553616866469383,0.9345669399987391,0.054032218,6
7,135527-6-13-0.wav,10.51429308599878,117.07158363287218,-37.72122584805016,8.285810896920006,-13.82951259750407,-0.023278406117925483,-11.722489428742891,-3.5892367913548666,-8.968688103483064,-0.4849610824945376,-7.846186661439299,0.3534134990565629,-4.699306305995532,0.21176335,1526.039741215069,1453.3724398847141,14.265811118915597,10.387956015106306,12.002024147475986,14.45916181597719,14.477474965111794,16.214403103280034,34.59588195906704,0.03340324,2896.412037037037,0.11796513310185185,0.2506491243839264,1.819387092714484,0.04730452,6
7,135527-6-14-0.wav,11.755618368331906,105.25749136589386,-34.0955469977237,3.737296366864936,-16.658904383464293,-2.1282884935464983,-11.172990488466139,-2.3556140958206684,-9.755187672795847,-1.4495822535701717,-6.740907037601461,0.9798924074275848,-4.075738894917606,0.21167685,1772.1007320424628,1578.396452632052,15.170870537421264,10.003679007267884,12.022256451142301,14.046568635910623,14.387032729940026,15.573031699738701,34.01155094845239,0.06796953,3429.873511904762,0.12953016493055555,0.46948757767677307,1.863454244495709,0.047249105,6
7,135527-6-14-1.wav,12.678006354086115,106.65745308001323,-33.568567567922955,3.7771351260139654,-17.33047415045862,-2.182258227076486,-10.616051747952437,-2.3503626227936687,-10.829408771146804,-1.8016316211937893,-5.983316390391997,1.2818953270092301,-4.561050201964687,0.20638742,1772.8066830803857,1572.1920382029791,14.117745372429237,10.270082511511193,12.304782956075,13.777392535503152,14.716430995519808,15.73609671391756,33.8866677817577,0.07167351,3422.309027777778,0.12757703993055555,0.24492329359054565,1.2018374463186934,0.044085216,6
7,135527-6-14-10.wav,7.270763918928942,108.64048498306563,-30.110848128199805,7.659308348741377,-15.838801682832253,-1.4843056964415025,-9.546889042702693,-1.6131007145448901,-10.836514955093433,-1.2479425446379686,-5.242918470386635,1.6350471797015471,-4.038048990467909,0.2059653,1771.6022508656126,1574.5770446464267,14.031207505745027,10.251739966462951,12.657763905080584,14.567186634752378,14.934591937693739,15.523505200771154,34.3668831017939,0.076590426,3459.9454365079364,0.12882099454365079,0.42080092430114746,1.4522162144616217,0.044953603,6
7,135527-6-14-2.wav,5.3292966367190235,111.51094845493506,-33.4200219408714,6.044372100919493,-18.251188097124412,-2.4322402119153876,-10.7860565379224,-2.711253177382542,-10.938941848366747,-1.9819091041610017,-5.615715174482457,1.5338833685016051,-4.722882152401643,0.1982377,1715.482169210533,1541.1189217286528,14.391841409052018,9.975717120742807,12.508987961937052,14.295474706853547,14.70483945410935,15.596846481782329,34.06271026497024,0.065958835,3346.2921626984125,0.12198893229166667,0.33523595333099365,1.1518167675743856,0.040724166,6
7,135527-6-14-3.wav,-0.3132415922943224,116.05476441799308,-34.33472449899785,5.8639343923491944,-17.676520494468942,-3.494002083002522,-10.531864510280707,-2.1765836698160483,-11.520103238385785,-1.954876484380055,-6.1880109520645705,1.0373106110864192,-4.097235986659961,0.2018594,1654.4020448646204,1498.8173855308867,15.001269907781072,10.312858898797067,12.72404408830107,14.017622556253466,14.983678109218058,15.973319531817932,33.440320710288546,0.057614367,3195.870535714286,0.12213231646825397,0.42934975028038025,1.6784220969652779,0.04296903,6
7,135527-6-14-4.wav,0.7947573295386788,115.36690046787474,-31.877723812087883,5.870402319295979,-15.226013776024867,-2.374388934295164,-9.424197612525784,-1.2465176379271639,-9.932625251601893,-1.3559033285568571,-5.687715193240984,1.6668433807188705,-3.707951269573983,0.20821425,1703.750835709838,1520.7685283488893,15.220661906763814,10.245494267855037,12.15846401775052,14.291423851512345,14.51553493685028,15.901472865116219,33.92824921510854,0.06609714,3285.7762896825398,0.12668573288690477,0.4484352469444275,1.7490935931389053,0.04582646,6
7,135527-6-14-5.wav,-7.293859233689747,123.20844551743137,-35.90865532386443,6.7162659336318065,-18.360498595884867,-2.2549464822759293,-10.539082485544455,-2.2321456358783016,-10.728594433033864,-1.9285468521303164,-6.4081427444613,1.2254862117541792,-4.765969191657602,0.20029573,1618.816400723941,1439.503823191843,15.010174362981102,10.144405303067986,12.636031155124485,13.898815982496025,14.882126778780234,16.272290122711237,33.894899595436,0.060032003,3086.495535714286,0.12187655009920635,0.4056757688522339,1.4718298647764652,0.04192205,6
7,135527-6-14-6.wav,-1.991030789921428,132.50141752673238,-39.172067568882184,11.952563641391258,-17.1862905424786,0.8111159693560119,-11.07626753406254,-0.8786244379429486,-10.215081752769262,-1.192332722598402,-7.246662959003594,1.0751750604585153,-4.496178583721518,0.21451136,1448.2339320067842,1348.9905291129671,15.711790791067486,9.852389029011707,11.965986964491124,14.556359491546552,14.855718093957353,16.247926949723492,33.81672244515337,0.039346084,2742.125496031746,0.11107623387896826,0.2205478996038437,1.1707750845676106,0.0480612,6
7,135527-6-14-7.wav,2.374239942460831,126.22395507405241,-37.14212271808543,11.950380872867163,-16.078056050988184,1.1297794331396132,-10.92089607186164,-0.34175776467983277,-9.963575052274287,-0.5484654533348102,-6.583699754977148,1.5769393767859157,-4.501430838483263,0.21159485,1523.5726939718259,1410.9169547801087,15.463513604865378,10.574240490653946,12.336611785278324,14.43777056990881,14.63037674416582,16.35821928122485,34.12720704276319,0.045946613,2922.123015873016,0.11429656498015874,0.11133257299661636,0.9684845322002533,0.04654879,6
7,135527-6-14-8.wav,-9.632743524877815,130.12418556905803,-36.53830623980859,8.339037520020382,-19.737677842017426,-1.816665653257838,-11.017606452382017,-1.8093690782060279,-12.302789548391234,-1.7668929697162055,-5.949825058259615,1.142853680740273,-5.157370828043938,0.20411953,1515.453431543253,1382.5079274406655,14.834683452080796,10.28529663103213,12.0315623849389,14.096923663223656,15.612694017117992,16.51347577807109,33.770084756107345,0.047645718,2888.7028769841268,0.11234343998015874,0.26835736632347107,1.0805009954601887,0.043223668,6
7,135527-6-14-9.wav,-1.200119257359771,124.35052575619935,-32.152009351133664,8.941598840446355,-17.08368873113744,-1.028810342259662,-9.362226970107862,-1.2981928068619193,-11.842673953464542,-1.3063035403021144,-5.17942054639008,1.5002311331622311,-4.224093100752061,0.215327,1584.2746480308235,1448.2530666047644,14.211364161029572,10.201095944568268,12.276900698302054,14.623112493915384,15.218178935179314,16.211249321833304,33.56922047380984,0.05647162,3056.9816468253966,0.11475771949404762,0.4096969962120056,1.3649946077427373,0.048921995,6
7,135527-6-2-0.wav,-6.762139343830234,129.00679745051784,-35.45283242848764,9.131823052084659,-18.232504730948335,-2.4558587668532623,-9.56199685657314,-1.2873182568411745,-11.837083775176884,-1.7682032735352562,-6.214966436692622,1.5949532399693116,-4.735493550917679,0.20433019,1560.5810322859143,1393.6608806144327,12.788067487337326,10.31735741094487,12.53540116144295,14.641396913702074,14.918546049980613,16.492780794629986,33.87693543092592,0.06160514,2962.686567164179,0.11553317397388059,0.29653602838516235,1.1130106527436405,0.043372944,6
7,135527-6-3-0.wav,3.5535958380589228,117.40463629085927,-36.252267560620865,9.206784430053826,-16.678343906607555,-0.7979086230509178,-11.360464212302219,-2.1074853322792477,-11.185065901683524,-3.511726718193052,-5.869708989980826,2.279585280967316,-3.217679255364147,0.21386138,1685.9690527019739,1481.3022479051313,14.489291805979189,10.982667964873118,11.968194148258608,14.698709178303641,14.533796843668117,16.58983641687266,33.959742485811255,0.06507912,3246.189024390244,0.12142721036585366,0.5814839005470276,1.7795593487058436,0.04945024,6
7,135527-6-4-0.wav,-17.32946692582443,142.2920696348433,-35.43045269094862,10.660087318692538,-19.135651708560165,-2.877730738368402,-10.357219094735022,-1.0329601038618843,-12.346371847444198,-3.3556917023994934,-7.256274935656989,0.6699837392859227,-4.32541475644322,0.20680629,1357.1493154497045,1281.8297890272706,14.38942405669841,9.596600027799814,11.94793594027772,14.507885798815487,15.661403743789503,16.971322340234696,32.56253857545238,0.03715442,2532.1557971014495,0.10111667798913043,0.27741798758506775,1.050322772747589,0.04414563,6
7,135527-6-5-0.wav,-10.503692100514064,142.44326442513767,-35.03098747463346,12.876938530787053,-17.359639220940462,-0.9844187713571619,-10.09881483880367,-0.04765216817903988,-10.744534100413077,-2.743670752582533,-6.198441836722876,2.114593322028433,-4.543553973696258,0.22504343,1353.647079225689,1286.9604769356324,14.73753497389984,10.389421766130008,11.67717249539213,13.881153187930954,15.34123944308407,16.766551156900473,32.64519303703626,0.03645388,2546.875,0.09868095290492958,0.23923994600772858,0.9912425056356886,0.052799877,6
7,135527-6-6-0.wav,-2.795332665373869,138.8307382150961,-26.204974213477612,17.339302312778333,-17.687496617489785,-2.63105055387583,-9.262697119107669,-1.5019537604037005,-10.31850852036894,-2.8499159068184268,-7.9767857778320295,-0.7459320228835166,-5.63814549704026,0.232648,1287.0353806989626,1355.7297129183823,15.325950077337819,10.382829912647555,11.902024939883898,14.517789904909806,15.188150792622935,16.45968771735252,34.042730597264885,0.022173144,2493.7094155844156,0.09033837256493507,0.12177707254886627,1.0257895215490702,0.055620536,6
7,135527-6-7-0.wav,-7.539094806866824,143.99779762524813,-27.67775513963444,16.20885395747591,-20.36436232577829,-2.2383775938262214,-9.659181037933644,-0.6629061688887161,-12.318295139066068,-3.8130290681278893,-8.243640384014292,-0.09199217017911296,-4.251023275976778,0.23146853,1266.2920883575707,1314.0102680274688,15.68612501513604,9.772323108581867,11.984263287660617,14.651022616245342,15.633595527303623,16.41811201786331,32.72696977528097,0.024267005,2450.625,0.08901041666666666,0.004269071854650974,0.8660788992146897,0.055309225,6
7,135527-6-8-0.wav,-11.682188803169224,143.84792102867996,-30.627392095494276,18.448122881219025,-23.09975528630445,-2.089710122216847,-11.721857108051283,-2.0980977415988247,-13.775508682399622,-3.6043468055809726,-9.062077098925052,-0.9353978453722136,-5.532248310372161,0.22165872,1270.2794126816661,1288.6765116998574,14.680172475614778,11.023613482070417,12.2004712352817,14.719734653400689,15.615314427793514,16.228481215246447,33.320630119959354,0.025289375,2481.8157327586205,0.09211678340517242,0.0970393493771553,1.2222125151975014,0.051085785,6
7,135527-6-9-0.wav,6.153806090840244,124.10935264066154,-21.5123209778349,15.82652748449471,-16.15529267311331,-7.653941020359837,-9.008535161499374,-4.542532238031116,-9.906622122418296,-5.672621518416201,-8.024190122808854,0.026068583235358482,-3.876576456399316,0.22271489,1415.1701320102156,1475.1934022270739,16.710758964222634,10.37287404150894,12.03651447386432,15.32418283937879,14.236211974525814,16.063983288132135,34.707202614712706,0.029452678,2807.5721153846152,0.09936899038461539,0.03694094717502594,1.118344017539732,0.051337842,6
4,135528-6-0-0.wav,-5.3721176273134805,139.7514920340958,-35.690937456778094,22.151625726525044,-10.428628208576187,-0.24361984767879907,-13.363521857051317,0.20653803122796657,-11.019035563860964,-1.041561092752625,-7.3195957217128464,0.3645670267068979,-4.077777964225036,0.22551812,1326.8689695413411,1307.0814446342204,14.78313967865063,10.370376423233065,12.14119237680904,15.055679074814206,14.154491707129841,17.264244546437112,33.48230115783825,0.02748046,2560.166396103896,0.09703480113636363,0.18920186161994934,0.7590203887921798,0.052584223,6
4,135528-6-1-0.wav,3.923762579575899,133.75746591098834,-37.94551866843683,12.943480767526264,-13.523111260078096,3.2012890069773907,-11.81426484836138,1.4027024998807693,-9.158905062923981,0.290084765960374,-7.783119405243771,1.3434829758167057,-4.908076990439483,0.2244862,1385.4379317356713,1351.2035397307395,15.096885767935877,10.346596801074735,11.724624037559675,12.948310300773633,14.199487850193288,16.721333680567703,34.236998793242506,0.026301434,2627.5275735294117,0.10695513556985294,0.3432551622390747,1.3393432598049966,0.053126004,6
4,135528-6-10-0.wav,11.329413011251146,119.56798667441642,-40.89031619286846,6.853266015848718,-15.47001135736557,-3.6031214754190586,-12.76156622282275,-4.008752617451083,-11.238574158236968,-0.46537190508218845,-9.370577137239849,-0.42097692203901843,-4.372807255152716,0.21605776,1544.5317765295333,1421.1652093070572,13.560742893224168,10.903338611420535,11.727117486659342,14.028709877741623,14.026059177123914,16.56824139206376,33.88223411448858,0.040037055,2886.194029850746,0.12010989972014925,0.22263900935649872,1.0193036753862064,0.048560906,6
4,135528-6-11-0.wav,-6.877584908037511,146.98410589399424,-42.86876721796913,9.114810211780235,-20.674687797441948,-0.5718258385516095,-11.337362730752696,-1.9546246060026145,-13.57504064778689,-1.2812401513814338,-7.446783260490521,-1.5203354400944717,-6.748045336659948,0.22520503,1288.4898218925996,1224.3449937731907,13.546135377372352,11.136243519379967,11.754733112846429,14.378457023496356,15.570457639273476,16.519829577847883,31.654373788051696,0.028557241,2359.779094827586,0.09975249191810345,0.09940085560083389,1.168615571807054,0.052367236,6
4,135528-6-12-0.wav,5.885392517566405,124.93495251772146,-47.749445666836316,3.7939645616339863,-19.94813611458768,-2.534138556970044,-12.823385040491294,-3.6164170024889892,-12.742268922782344,-0.2728033232436182,-8.685689130032415,-1.2753995089419337,-5.666836268883806,0.21165617,1474.1378083620853,1346.3368681292407,13.696236384203317,10.65012253856547,12.202423408785606,14.454116161775435,14.671927435600226,16.59495604836382,33.023662991158105,0.032813407,2709.248310810811,0.11854676942567567,0.135270357131958,1.801798646034566,0.04682553,6
4,135528-6-2-0.wav,6.45553913674151,111.84251482160299,-38.29677972662375,8.149436872104358,-15.444824196817729,-1.5778318797818258,-12.794779657802245,-3.6919457765403654,-9.125978891595299,-0.41364385723022895,-7.306376284941653,0.4202808808904576,-4.632201862993929,0.2025201,1654.898435335234,1516.0646306180074,14.812679896443294,10.103108390668224,11.90253933166629,14.349517820015517,14.054250797625782,15.664732842753532,34.034099860695356,0.047336847,3227.9265873015875,0.12364366319444445,0.6532706022262573,2.3465598985198204,0.04401526,6
4,135528-6-3-0.wav,10.829949230143503,114.52944946923095,-32.68940443007318,9.024868310546715,-13.024868896933674,0.8183796976834695,-11.610168589742369,-1.0740322575715793,-8.593541436330543,-0.2061507008553325,-7.801149211782928,1.5347046418794923,-4.765711911041572,0.21120782,1629.651192446129,1531.040350647308,14.710228836577407,10.737236092863116,11.93685258235296,14.299723381807327,14.422575152197366,16.068294682927984,33.69965117203682,0.048359312,3179.775280898876,0.11972217345505617,0.41796523332595825,1.2356566702885532,0.046468306,6
4,135528-6-4-0.wav,9.733327218289517,109.86515724678652,-36.636105418075665,6.887943906041203,-15.093893460926557,-1.217065412383689,-11.66566401467108,-3.2765061850203656,-8.950813110394472,-0.18218745170983477,-7.670654592220137,1.1934931900747556,-4.942152503255977,0.2055212,1690.0471856695442,1542.3510294014236,14.389816829012487,10.702152377178995,11.24874623580856,13.71822165794095,14.226354867726458,15.822172783112219,33.65686922101337,0.05283596,3297.061011904762,0.12598818824404762,0.5767947435379028,1.933927943790053,0.04478072,6
4,135528-6-4-1.wav,-2.0337544795572433,123.94919347701423,-38.96753441521501,10.789524193899423,-16.080416441312746,-2.2436304975950625,-13.804395476848683,-4.6272174958818475,-11.242029788986759,-1.1729702085552902,-9.117138320492405,0.1176918944376283,-4.6934564458917825,0.20257638,1517.3213985607972,1415.3478517769252,14.38992665341715,10.948752849564276,11.658688894660367,13.962258222767945,14.312811913520356,16.17696972130449,34.250309790344666,0.039374806,2925.285218253968,0.11462208581349206,0.3711206912994385,1.2713931919958918,0.04257033,6
4,135528-6-4-2.wav,-6.537216579094976,135.88121765060103,-36.22215224773121,17.15488907346152,-13.306967942156394,-2.0242298301454262,-13.321973078280969,-3.2204638444294362,-11.615054169452915,-1.2550208667684104,-8.857555489784605,0.16341494184858568,-4.05304274513675,0.2146009,1391.9253377035118,1336.8546204537722,14.051208795485643,10.090415760975038,12.001876331312271,14.635259418506072,14.0637014874346,16.765976364299384,33.89130125056738,0.034554083,2686.2599206349205,0.10465882316468254,0.23216523230075836,1.0316734049977718,0.04781711,6
4,135528-6-5-0.wav,26.453959000965252,103.76104765900763,-45.93386713505936,11.392230387132795,-10.265702406370234,-2.8003437149754524,-6.612212019184264,-3.4914556242001367,-10.078533261590803,-0.6884613112916698,-6.679453815387163,-0.826703711746654,-4.170917992564157,0.20492445,1659.8074434259809,1482.6096230523237,15.168418864750846,11.009836909499864,12.371383964977806,14.478716607188721,13.831699366097856,16.58591167880236,34.41761784515023,0.036907237,2988.504464285714,0.14381975446428572,-0.022964347153902054,1.2608059893004935,0.043355174,6
4,135528-6-6-0.wav,27.266838747643252,99.749486837451,-45.51751047390882,9.342508832097684,-12.306586977163853,-1.1613483152414372,-8.343772001968267,-4.094297054507853,-10.386702876324247,0.22402296419204848,-5.994153098377598,-1.5312810547996065,-4.944365641415198,0.20033278,1713.2926004602418,1508.0565866992263,16.035162369244606,10.38419521010979,12.046768025775908,14.359183506318756,14.373358567780064,16.67129804026457,35.412615843535754,0.04132896,3101.190476190476,0.15096416170634921,0.0038422078359872103,1.295098396204735,0.041530717,6
4,135528-6-7-0.wav,33.92443940873565,92.33841900893106,-42.83161207846056,7.015052544360179,-15.052604502833733,-4.271154300393836,-9.03761560650775,-6.383322287700439,-10.753963991669504,-0.9859899699805558,-3.475351041792585,-1.2606654875114167,-5.49027547437666,0.2107463,1827.0523534168003,1570.6915682109027,15.609579051851233,11.176534373325717,12.423562050037935,14.767767044439507,14.414055017530277,16.337915768972525,35.750736783910625,0.051859934,3291.2071078431372,0.16182215073529413,-0.006202142219990492,1.489738699378762,0.045621637,6
4,135528-6-8-0.wav,-2.604675384606573,128.46227397107583,-51.235478754979475,5.0906557950273985,-18.510865897945923,0.08856347160371539,-14.104067116966844,-4.105730644692567,-13.955461536820685,-0.9423795834023064,-9.906046874803378,-1.0600856972513069,-3.2133233901370377,0.20159347,1401.2747730734643,1298.02032168759,14.372656022580426,10.265605319792112,12.290044239581297,14.906601420019841,15.452351449402835,17.104217675735566,34.776562712446335,0.01864756,2510.861280487805,0.11628239329268293,-0.06150515377521515,0.9835668594433074,0.04209709,6
4,135528-6-9-0.wav,5.8593113702594986,117.59736949528043,-49.616036742934334,-2.590041665486324,-21.658923997816423,1.4428270524810514,-13.022818946855196,-5.831211010635105,-10.905427471927165,1.404259269727884,-10.04370761276533,-2.36593947235233,-4.336146702232439,0.21028309,1592.87639725934,1373.7550514450272,12.802929276647024,10.452017925383242,12.7041717972575,14.784090465952485,14.785665388942306,15.943064050142016,34.1039469094725,0.026027527,2787.459935897436,0.13209885817307693,-0.05854237079620361,2.090006357445609,0.04652797,6
